index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,raw_model_response
904,Mistaken (feat. Alex Aris),Martin Garrix,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
905,Clarity - Tiësto Remix,Zedd,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
906,The Back Seat Of My Car - 1993 Digital Remaster,Paul McCartney,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
907,Follow Me,Syn Cole,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
908,I Want You To Know,Zedd,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
909,This Town (feat. Sasha Sloan & Gucci Mane) - Gucci Mane Edit,Kygo,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
910,Haramstufe Rot,Hanybal,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
911,South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix,Ed Sheeran,male,europe,spotify,male,South America,"GENDER: male
CONTINENT: South America"
912,Naked,Elin Bergman,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
913,Birds Fly - W&W Festival Mix Edit,Hardwell,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
914,Fra Gaden (feat. Benny Jamz),ATYPISK,male,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
915,Stereo Love - Radio Edit,Edward Maya,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
916,The One,Jorja Smith,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
917,No Sleep (feat. Bonn),Martin Garrix,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
918,Bitch Lasagna,pewdiepie,male,europe,spotify,female,Asia,"GENDER: female
CONTINENT: Asia"
919,Right As Rain,Adele,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
920,Straight Into The Fire,Zedd,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
921,Baby,Bakermat,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
922,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
923,Nothing Can Hold Us Down,Hardwell,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
924,One,Cleo Sol,female,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
925,You & Me,James TW,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
926,Faded,Alan Walker,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
927,Friday (feat. JGUAR),MOTi,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
928,Don't Start Now - Kungs Remix,Dua Lipa,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
929,Daniel,Elton John,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
930,I Know You - Vigiland Remix,Craig David,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
931,Made For You,John De Sohn,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
932,Rinse & Repeat - Radio Edit,Riton,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
933,Anywhere,Rita Ora,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
934,You Make Me,Avicii,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
935,Rolling in the Deep,Adele,female,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
936,Solsbury Hill,Peter Gabriel,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
937,Here Comes The Night,DJ Snake,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
938,Bravi Ragazzi,Tymek,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
939,Perfect Strangers,Jonas Blue,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
940,I Wanna Dance,Jonas Blue,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
941,Thinking out Loud - Alex Adair Remix,Ed Sheeran,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
942,Better Than This,KAAZE,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
943,Chainsmoking,Jacob Banks,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
944,Unwritten,Natasha Bedingfield,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
945,September Song - Indian Summer Mix,JP Cooper,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
946,By Your Side,Jonas Blue,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
947,Lazy Day (feat. Danny Ocean),Fuse ODG,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
948,Spectrum,Zedd,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
949,Dynamite,Taio Cruz,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
950,This Year's Love,David Gray,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
951,Dear Boy - Avicii By Avicii,Avicii,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
952,Runde um Pudding,AchtVier,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
953,Someone You Loved - Future Humans Remix,Lewis Capaldi,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
954,South of the Border (feat. Camila Cabello & Cardi B) - Andy Jarvis Remix,Ed Sheeran,male,europe,spotify,mixed,South America,"GENDER: mixed
CONTINENT: South America"
955,Woman,Neneh Cherry,female,europe,spotify,female,Africa,"GENDER: female
CONTINENT: Africa"
956,"Feelin' Alright - Live at Universal Amphitheater, Los Angeles, CA - 1975",Dave Mason,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
957,Zweistellige Haftstrafen,Capital Bra,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
958,Unlove You - Nicky Romero Remix,Armin van Buuren,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
959,I Found Out - Remastered 2010,John Lennon,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
960,Beautiful Boy (Darling Boy),John Lennon,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
961,Barefoot In The Park,James Blake,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
962,Someone You Loved - Madism Radio Mix,Lewis Capaldi,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
963,All Night Long - (Remastered),Peter Murphy,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
964,All About Tonight,Pixie Lott,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
965,Vento sulla luna (feat. Rkomi),Annalisa,female,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
966,Ha Leh Lou Ya,Robin Schulz,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
967,Miracle,Julian Perretta,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
968,Pulling Away,Sinead Harnett,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
969,Saturday Night - Radio Edit,Whigfield,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
970,White Wedding - Pt. 1,Billy Idol,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
971,"Up Where We Belong - From ""An Officer And A Gentleman""",Joe Cocker,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
972,LA MIA ULTIMA STORIA,AIELLO,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
973,Band On The Run - Remastered 2010,Paul McCartney,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
974,Kilometer (Aeroplane 'Italo 84' Remix),Sébastien Tellier,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
975,Push Play,Zedd,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
976,Show Me Love - Original Mix,Sam Feldt,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
977,Put A Little Love On Me,Niall Horan,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
978,Nonno Hollywood,Enrico Nigiotti,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
979,She Wolf (Falling to Pieces) (feat. Sia),David Guetta,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
980,8Fifty,Hardwell,male,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
981,Photograph,Ed Sheeran,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
982,Find U Again (feat. Camila Cabello),Mark Ronson,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
983,Rock Me Amadeus,Falco,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
984,What We Leave Behind,Labrinth,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
985,Come With Me - Radio Mix,Nora En Pure,female,europe,spotify,Male,North America,"GENDER: Male
CONTINENT: North America

**Reasoning:**

*   **Gender:** The repetitive and insistent questioning ""do you come with me"" suggests a pleading, perhaps slightly desperate tone. This, combined with the lack of any explicitly feminine language or imagery, leans towards a male narrator. The simplicity of the lyrics could also be interpreted as a more straightforward, less nuanced expression often associated with male perspectives.
*   **Continent:** The lyrics are devoid of any specific cultural or geographical references. However, the extremely repetitive and minimalist style is characteristic of certain electronic music genres popular in North America (particularly the US and Canada). The lack of any other clues makes this the most reasonable inference."
986,Laat Niet Los,Delany,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
987,All Falls Down (feat. Juliander),Alan Walker,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
988,Photograph,Ringo Starr,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
989,Crown,Stormzy,male,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
990,It's your life (feat. Chris Willis),David Guetta,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
991,MAD GAAL,BEAM,male,europe,spotify,female,Africa,"GENDER: female
CONTINENT: Africa"
992,Verliebt in den Tod,AK Ausserkontrolle,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
993,Firestone (feat. Conrad Sewell),Kygo,male,europe,spotify,female,Africa,"GENDER: female
CONTINENT: Africa"
994,The Last of the Famous International Playboys - 2010 Remaster,Morrissey,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
995,Waves - Robin Schulz Radio Edit,Mr. Probz,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
996,Hauseingang,Pashanim,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
997,Doing To Me,Astrid S,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
998,Blue Lights,Jorja Smith,female,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
999,Wiley Flow,Stormzy,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1000,Another Day,Paul McCartney,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1001,Niet Alsof (feat. MHD),Dopebwoy,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1002,Beautiful Now - Marshmello Remix,Zedd,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1003,Wahre Begebenheiten (feat. AK Ausserkontrolle),18 Karat,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1004,Go,Delilah,female,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1005,In der Hood,Azad,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1006,Rondini Al Guinzaglio,Ultimo,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1007,Ignite,Alan Walker,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1008,Just One Last Time (feat. Taped Rai),David Guetta,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1009,Dirt,SASH,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1010,Flytilstand,Benny Jamz,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1011,Blinded,Deep Chills,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1012,Hold Back The River,James Bay,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1013,Rehab,Amy Winehouse,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1014,Daydreams - Sultan + Shepard Echoes Of Life Remix,ARTY,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1015,We Got That Cool (feat. Afrojack & Icona Pop) - Robert Falcon & Jordan Jay Remix,Yves V,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1016,Wouli Liya,Dadju,male,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
1017,Arcadia,Hardwell,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1018,Don't Leave Me Lonely - Purple Disco Machine Remix,Mark Ronson,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1019,Easy Love,Sigala,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1020,Angels,Robbie Williams,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1021,Don't Leave Me Alone (feat. Anne-Marie) - EDX's Indian Summer Remix,David Guetta,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1022,In My Blood,Alesso,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1023,Barrio,Mahmood,male,europe,spotify,male,South America,"GENDER: male
CONTINENT: South America"
1024,Sidelove,Astrid S,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1025,Ptak,Deemz,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1026,We Zetten Herres,Bryan Mg,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1027,Summer Air (feat. Trevor Guthrie),Hardwell,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1028,Baldadig,Hardwell,male,europe,spotify,female,Africa,"GENDER: female
CONTINENT: Africa"
1029,Pushing 21,Liv Dawson,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1030,Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1031,Without You,Thomas Gold,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1032,Calling Out - Original Mix,Dyro,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1033,Sun Is Never Going Down,Martin Garrix,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1034,Old Graffiti,Bibio,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1035,Silhouettes - Original Radio Edit,Avicii,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1036,Gjynah,Azet,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1037,Save Me Tonight,ARTY,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1038,Leaving My Love Behind,Lewis Capaldi,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1039,Louboutin,Frenna,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1040,Wild Frontier - Remastered 2002,Gary Moore,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1041,Is It Just Me?,Emily Burns,female,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1042,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1043,Promises,Eric Clapton,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1044,Sing Hallelujah!,Dr. Alban,male,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
1045,Run Free,Deep Chills,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1046,I Found U - Radio Edit,Axwell,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1047,Fade Away,Sam Feldt,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1048,Hublot,18 Karat,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1049,Love The Things You Do,Pip Millett,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1050,Aire soy (feat. Ximena Sariñana),Miguel Bosé,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1051,La ragazza con il cuore di latta,Irama,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1052,Last Dance,Dua Lipa,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1053,Don't Miss It,James Blake,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1054,Senza Pensieri (feat. Loredana Bertè & J-AX),Fabio Rovazzi,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1055,I Got U - Radio Edit,Duke Dumont,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1056,1312,Vega,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1057,I Do The Rock,Tim Curry,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1058,Honky Cat,Elton John,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1059,Say You Won't Let Go,James Arthur,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1060,PURPLE TUESDAY (feat. Joey Bada$$ & Jesse Boykins III),Rejjie Snow,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1061,Bonfire,Miss Li,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1062,Feels Like You,MOTi,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1063,Non Avere Paura,Tommaso Paradiso,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1064,Missing You,John Waite,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1065,Breaking Kind,Steve Angello,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1066,Gang Gang,Miami Yacine,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1067,Speechless (feat. Erika Sirola),Robin Schulz,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1068,Heatwave (feat. Akon) - HUGEL Remix,Robin Schulz,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1069,True Colours,Tom Odell,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1070,Legends (feat. TeamMate),Razihel,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1071,Farmer In The City,Scott Walker,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1072,The Same Way,Don Diablo,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1073,"Big Hearts (feat. Stargate, KYLE)",Netsky,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1074,Change My Mind,Lucie Silvas,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1075,Oh Yoko! - Remastered 2010,John Lennon,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1076,PHANTOM,reezy,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1077,Laisse aller,Nekfeu,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1078,Moi Lolita (feat. OT),Palm Trees,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1079,Your Love Gets Sweeter,Finley Quaye,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1080,Never Change,Don Diablo,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1081,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix,Martin Garrix,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1082,Thinking out Loud,Ed Sheeran,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1083,Fast Car,Jonas Blue,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1084,You Know You Like It,DJ Snake,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1085,Darkside,Alan Walker,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1086,Say Less,Lisi,female,europe,spotify,male,Oceania,"GENDER: male
CONTINENT: Oceania"
1087,fallin',Idaly,male,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
1088,Two Steps,Alice Russell,female,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1089,Without You (feat. Usher),David Guetta,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1090,Freedom,David Guetta,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1091,Pookie (feat. Lil Pump) - Remix,Aya Nakamura,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1092,Débrouillard,Damso,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1093,Kevin,Otsochodzi,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1094,Feel the Love - Klaas Increase Mix,Klaas,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1095,Answer to Love,Dexter,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1096,They Told Me,Palm Trees,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1097,Worldwide,Otsochodzi,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1098,Children Of The Wild (feat. Mako),Steve Angello,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1099,Call Me A Spaceman - Radio Edit,Hardwell,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1100,Empty Space,James Arthur,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1101,Avanti Avanti (feat. Celo & Abdi & Hanybal),Reda Rwena,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1102,U - W&W Remix,Gareth Emery,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1103,Happier - Tiësto’s AFTR:HRS Remix,Ed Sheeran,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1104,Faded - Dash Berlin Remix,Alan Walker,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1105,Sunrise (feat. Jason Walker),Kygo,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1106,Higher Love - Full Album Version,Steve Winwood,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1107,Live Fast - PUBGM,Alan Walker,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1108,Smell the Roses,Roger Waters,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1109,Fuego,DJ Snake,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1110,Amante Bandido,Miguel Bosé,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1111,Fine Lines,Jorja Smith,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1112,Polaroid,Jonas Blue,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1113,Power,Hardwell,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1114,Sweet,Jehro,male,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
1115,Colourblind - Radio Edit,Thomas Gold,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1116,Rise - TV Noise Ibiza Mix,Jonas Blue,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1117,Sny z ulicy,Beteo,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1118,Soldi in Nero - feat. Sfera Ebbasta,Shiva,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1119,IDGAF,Dua Lipa,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1120,Power To The People,John Lennon,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1121,PARANOIA,Jonna Fraser,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1122,Waiting,FKJ,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1123,Ur Highness,IAMDDB,female,europe,spotify,female,Africa,"GENDER: female
CONTINENT: Africa"
1124,Trappes,La Fouine,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1125,Which Way the Wind Blows,Anthony Phillips,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1126,Cut Your Teeth - Kygo Remix,Kyla La Grange,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1127,Leave Me Alone,Sam Feldt,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1128,From Eden,Hozier,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1129,Kundalini,Headhunterz,male,europe,spotify,male,Asia,"GENDER: male
CONTINENT: Asia"
1130,Bailando - English Version,Enrique Iglesias,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1131,Fed Up,LVNDSCAPE,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1132,Let Me Love You - Zedd Remix,DJ Snake,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1133,All the Time - Don Diablo Remix,Zara Larsson,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1134,Black Butterflies,Kill The Buzz,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1135,Ley De Newton,Beatriz Luengo,female,europe,spotify,male,South America,"GENDER: male
CONTINENT: South America"
1136,Marlboro,MiyaGi,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1137,Break the Distance,ELYAZ,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1138,Carry You Home,James Blunt,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1139,Trojan Horses,Agnes Obel,female,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1140,OTRO CHEKE,Rels B,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1141,What Is Life,George Harrison,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1142,Close To Me (with Diplo) (feat. Swae Lee) - CID Remix,Ellie Goulding,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1143,Small Talk,Jarreau Vandal,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1144,Don't Watch Me Cry,Jorja Smith,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1145,Mona Lisa (prod.Dio Mudara),Malik Montana,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1146,Tell Me The Truth,Julian Jordan,male,europe,spotify,Male,North America,"GENDER: Male
CONTINENT: North America

**Reasoning:**

*   **Gender:** The repetitive, almost pleading nature of the lyrics (""tell me the truth"") combined with the lack of specific emotional cues or imagery often associated with female perspectives leans towards a male narrator. It suggests a direct, insistent request, which is a common vocal style for male singers.
*   **Continent:** The simplicity and directness of the language, the lack of any specific cultural references, and the overall tone are consistent with popular music styles prevalent in North America (particularly American and Canadian pop/rock). The repetitive nature is also a common feature in contemporary North American music. Without further lyrical content, it's difficult to pinpoint a more specific region, but North America is the most likely origin."
1147,All Night,Example,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1148,The Sapling,David Gray,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
