index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,raw_model_response
543,Who Want It,David Banner,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
544,goodnight n go,Ariana Grande,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
545,Crew Love,Drake,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
546,Nonstop,Drake,male,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
547,listen before i go,Billie Eilish,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
548,On & On,Erykah Badu,female,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
549,Work,Charlotte Day Wilson,female,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
550,imagine,Ariana Grande,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
551,Bake Sale (feat. Travis Scott),Wiz Khalifa,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
552,Sleigh Ride,Tamar Braxton,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
553,Copperhead Road,Steve Earle,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
554,Rise Up,Andra Day,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
555,Crazy In Love (feat. Jay-Z),Beyoncé,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
556,Lifetime,Maxwell,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
557,Shooting Arrows,Lane 8,male,north america,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
558,We Found Love,Rihanna,female,north america,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
559,lovely (with Khalid),Billie Eilish,female,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
560,Rub You The Right Way - J.G. Classic,Johnny Gill,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
561,SICKO MODE - Skrillex Remix,Travis Scott,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
562,One Night - Vicetone Remix,Matthew Koma,male,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
563,Regulars,Allie X,female,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
564,Ruff Ryders' Anthem,DMX,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
565,Loungin (Who Do Ya Luv) - Remix,LL Cool J,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
566,One Call Away,Chingy,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
567,The Rain,DMX,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
568,This Love,Kadhja Bonet,female,north america,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
569,I Smile,Kirk Franklin,male,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
570,If This Is Love,Frank Mccomb,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
571,Money Trees,Kendrick Lamar,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
572,So Am I,Ava Max,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
573,Tres Gotas De Agua Bendita,Gloria Estefan,female,north america,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
574,Revival,Gregory Porter,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
575,SLOW DANCING IN THE DARK,Joji,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
576,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
577,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
578,It's All on U - T-Mass & LZRD Remix,ILLENIUM,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
579,Mask Off,Future,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
580,Si No Te Quiere (feat. D.OZi),Ozuna,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
581,Love Is A Battlefield,Pat Benatar,female,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
582,Bitch Please II,Eminem,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
583,Virtual Diva,Don Omar,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
584,Hit Me With Your Best Shot,Pat Benatar,female,north america,spotify,female,North America,"GENDER: female
CONTINENT: North America"
585,The Rhythm,Kwame,male,north america,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
586,Amor Loquito,Josue Diaz,male,north america,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
587,Cadillacs & Chevys,Jarren Benton,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
588,Those Kinda Nights (feat. Ed Sheeran),Eminem,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
589,On And On,Stephen Bishop,male,north america,spotify,male,North America,"GENDER: male
CONTINENT: North America"
590,Soldier,James TW,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
591,Ti volevo dedicare (feat. J-AX & Boomdabash),Rocco Hunt,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
592,You Don't Know Me - Radio Edit,Jax Jones,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
593,It's You - Radio Edit,Syn Cole,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
594,Bongo Bong,Manu Chao,male,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
595,Shine - Kygo Remix,Benjamin Francis Leftwich,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
596,Dancing On My Own - Tiësto Remix,Calum Scott,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
597,Suave,Tabitha,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
598,Always Gonna Say Sorry,Joakim Molitor,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
599,SUPREME - L'ego (feat. tha Supreme & Sfera Ebbasta),Marracash,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
600,It Runs Through Me,Tom Misch,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
601,Nothing Really Matters - Afrojack Remix,Mr. Probz,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
602,This Is How We Party (with Icona Pop),R3HAB,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
603,Tokyo,Lianne La Havas,female,europe,spotify,male,Asia,"GENDER: male
CONTINENT: Asia"
604,Watch Me Dance,Tom Misch,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
605,Switch,Afrojack,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
606,CAN YOU HEAR ME NOW?,Bishop Briggs,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
607,Congratulations - Don Diablo VIP Mix,Don Diablo,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
608,No Rest for the Wicked - Robin Schulz Remix Edit,Lykke Li,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
609,April Showers,Proleter,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
610,Ocean Drive - Michael Calfan Remix,Duke Dumont,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
611,Goodness Gracious - The Chainsmokers Extended Remix,Ellie Goulding,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
612,48H (feat. Sfera Ebbasta),Izi,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
613,Make Me Feel Better - Klingande Remix,Alex Adair,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
614,Ich Binnezz,Bonez MC,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
615,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
616,Bad (feat. Vassy) - Radio Edit,David Guetta,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
617,Headlights (feat. Ilsey),Robin Schulz,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
618,Sektion (feat. Branco & Gilli),Benny Jamz,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
619,Peachy Keen,L Devine,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
620,Guardia Civil,Reda Rwena,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
621,Calabria - Firebeatz Remix,Rune RK,male,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
622,Magenta (prod. Auer),Pezet,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
623,Million Years,Gareth Emery,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
624,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,male,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
625,Dare You - Radio Edit,Hardwell,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
626,Triste,Kase.O,male,europe,spotify,male,South America,"GENDER: male
CONTINENT: South America

**Reasoning:**

*   **Gender:** The lyrics express a deep sense of introspection, weariness, and emotional detachment. The tone is melancholic and resigned, often associated with male perspectives in songwriting, particularly in exploring themes of existential angst and disillusionment. The raw vulnerability and focus on internal struggle leans towards a male narrator.
*   **Continent:** The reference to ""Ibarra's face of frost"" is a strong indicator. Ibarra is a region in the Philippines, which is part of Asia. However, the overall lyrical style and themes resonate more strongly with Latin American poetic traditions, particularly the introspective and often bleak styles found in some Argentinian or Chilean songwriting. The themes of resilience (""resist"") and melancholy are also common in Latin American music. Given the lyrical style and the Ibarra reference, South America is the most probable continent."
627,I Follow Rivers,Lykke Li,female,europe,spotify,female,Africa,"GENDER: female
CONTINENT: Africa"
628,Let Me Roll It - Remastered 2010,Paul McCartney,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
629,The Middle,Zedd,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
630,Papaoutai,Stromae,male,europe,spotify,female,Asia,"GENDER: female
CONTINENT: Asia"
631,Return To Love,Andrea Bocelli,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
632,Moonlight,Gaullin,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
633,Ain't My Fault,Zara Larsson,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
634,Dancing On Glass,St. Lucia,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
635,Galway Girl,Ed Sheeran,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
636,Show Me Love,Robin Schulz,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
637,Take Me to Church,Hozier,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
638,Dag 1,Gilli,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
639,My Death,Scott Walker,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
640,Mafo,Naira Marley,male,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
641,Seele,Azet,male,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
642,Sincera,Fred De Palma,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
643,Dynamite - Original Mix,Quintino,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
644,All I Wanna Do,Martin Jensen,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
645,Blood - Remix,Moonkey,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
646,Is' mir egal,Hanybal,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
647,Von unten nach oben,TaiMO,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
648,Kannste ma sehn,Baba Saad,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
649,Simply Irresistible,Robert Palmer,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
650,Cool Blue,The Japanese House,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
651,Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
652,Bandito,Enzo Dong,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
653,How You Love Me (feat. Conor Maynard & Snoop Dogg),Hardwell,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
654,drugs,EDEN,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
655,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,Robin Schulz,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
656,Thinking Of Sunshine - Kretsen Remix,Daniel Adams-Ray,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
657,Favorite Part Of Me,Astrid S,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
658,The Nights,Avicii,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
659,Love Me Like You Do,Ellie Goulding,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
660,Flames (feat. Ruel),SG Lewis,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
661,Stay (with Alessia Cara),Zedd,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
662,Bennie And The Jets - Remastered 2014,Elton John,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
663,Out In The Fields,Gary Moore,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
664,Abriré La Puerta,David Bisbal,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
665,Who - Radio Edit,Tujamo,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
666,September Song,JP Cooper,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
667,Go to Sleep - John De Sohn Remix,John De Sohn,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
668,Je m'en vais,Cali,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
669,Experiencia Religiosa,Enrique Iglesias,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
670,Intoxicated - Original Mix,Martin Solveig,male,europe,spotify,female,Africa,"GENDER: female
CONTINENT: Africa"
671,Dvd,Mlodyskiny,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
672,Home,Teitur,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
673,"Made In France (with Tchami & Malaa, feat. Mercer)",DJ Snake,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
674,Molly,Ixzo,male,europe,spotify,male,South America,"GENDER: male
CONTINENT: South America"
675,Everyday Is Like Sunday - 2011 Remaster,Morrissey,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
676,Almost Mine - Radio Edit,Wankelmut,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
677,Love Is Gone - Original Extended,David Guetta,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
678,Need You,Faustix,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
679,The First One,Astrid S,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
680,Win,Stefflon Don,female,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
681,One More Night,Michael Kiwanuka,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
682,Daylight (Airbeat One Anthem 2018),Fluex,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
683,Ruin My Life - Steve James Remix,Zara Larsson,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
684,Love Song (feat. Glasses),Kazy Lambist,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
685,Pipes Of Peace - Remastered 2015,Paul McCartney,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
686,Shape of You,Ed Sheeran,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
687,Bring It Down,Dyro,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
688,Schmeckt (feat. LX),Hemso,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
689,Teenage Fantasy,Jorja Smith,female,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
690,IDGAF - Hazers Remix,Dua Lipa,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
691,buckle up,Idaly,male,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
692,Middle,DJ Snake,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
693,Sharpness,Jamie Woon,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
694,Someone New,Astrid S,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
695,Aloha,Carlos Sadness,male,europe,spotify,female,South America,"GENDER: female
CONTINENT: South America"
696,Reload - Radio Edit,Sebastian Ingrosso,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
697,Oh My Love - Remastered 2010,John Lennon,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
698,AMOR,Jonna Fraser,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
699,7 Days,Craig David,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
700,Brave,Don Diablo,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
701,True G (feat. BRUX),Matroda,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
702,Ignite - 2016 League Of Legends World Championship,Zedd,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
703,Superman,Kubi Producent,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
704,Faith - Remastered,George Michael,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
705,Mi soledad y yo,Alejandro Sanz,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
706,Indecision,Shura,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
707,Grow Up - Martin Jensen Remix,Olly Murs,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
708,Let It Rain,Eric Clapton,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
709,What Have I Done,Dermot Kennedy,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
710,With Or Without You - Kage Remix,Maddix,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
711,I Would Like,Zara Larsson,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
712,Stronger Than Me,Amy Winehouse,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
713,I Don't Care (with Justin Bieber),Ed Sheeran,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
714,Younger - Kygo Remix,Seinabo Sey,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
715,Falling Like The Stars - Madism Remix,James Arthur,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
716,Lento,Boro Boro,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
717,First Things First,Stormzy,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
718,Levels - Radio Edit,Avicii,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
719,Summer Lover (feat. Devin & Nile Rodgers),Oliver Heldens,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
720,Alone,Alan Walker,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
721,Magnets (feat. Sophie Simmons),Sam Feldt,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
722,Photograph - Felix Jaehn Remix,Ed Sheeran,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
723,Tilt,Scott Walker,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
724,Un autre que moi,Fishbach,female,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
725,You Deserve Better - Andrelli Remix,James Arthur,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
726,Next To Me,Axel Johansson,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
727,Say My Name,Digital Farm Animals,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
728,Ocean Drive,Duke Dumont,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
729,Suedehead - 2011 Remaster,Morrissey,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
730,Voices In My Head,NIVIRO,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
731,Born To Be Yours,Kygo,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
732,Heaven - Radio Edit,INNA,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
733,Talk To Me - Frdy Remix,Topic,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
734,Cannonball,Damien Rice,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
735,Breathe,Jax Jones,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
736,Heaven (featuring Do),DJ Sammy,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
737,Ottolenghi,Loyle Carner,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
738,bigos,schafter,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
739,Gangsta,Darkoo,female,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
740,Saudi Arabi Money Rich - Babos Remix,Haftbefehl,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
741,Will You Still Love Me Tomorrow? - 2011,Amy Winehouse,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
742,Lost Control,Alan Walker,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
743,Titanium (feat. Sia),David Guetta,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
744,Bennie And The Jets,Elton John,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
745,Bandit,Hemso,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
746,Lighthouse - Radio Edit,Nicky Romero,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
747,Realtalk Infinity,Jigzaw,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
748,Cornerstone,Benjamin Clementine,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
749,Shuttin It Down,Maddix,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
750,Thing For You - David Guetta Remix,David Guetta,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
751,Billion,Emilia,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
752,Let Me Love You,DJ Snake,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
753,Fire In My Soul,Oliver Heldens,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
754,Kids In America,Kim Wilde,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
755,Nightgowns,Tom Misch,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
756,No Sleep (feat. Bonn) - DubVision Remix,Martin Garrix,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
757,Nocturne (Pierce Fulton Remix),EDEN,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
758,Therapy,Duke Dumont,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
759,Back To You,Madison Mars,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
760,Hot Legs,Rod Stewart,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
761,Mama,Jonas Blue,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
762,Hello,Martin Solveig,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
763,The May Queen,Robert Plant,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
764,Diamond Heart,Alan Walker,male,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
765,VERDIEND,Chivv,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
766,Feel Right,Mark Ronson,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
767,All This Love (feat. Harlœ),Robin Schulz,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
768,Forever Young,John De Sohn,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
769,Power Over Me,Dermot Kennedy,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
770,Make It Up,Shura,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
771,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
772,Sunshine - Extended Mix,diMaro,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
773,Unterwegs,Fler,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
774,Echoes - Edeema Remix,Lauren Aquilina,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
775,Alarm,Anne-Marie,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
776,Dynamite,Gareth Emery,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
777,Symphony - Taim Remix,Flux Pavilion,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
778,Bang Bang,Jessie J,female,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
779,Eyes Without A Face,Billy Idol,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
780,Like Someone In Love,Bruno Major,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
781,Si Me Quieren Matar,Delaossa,male,europe,spotify,male,South America,"GENDER: male
CONTINENT: South America"
782,Don't Let the Sun Go Down on Me,George Michael,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
783,Black Horse And The Cherry Tree,KT Tunstall,female,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
784,Home To You,Sigrid,female,europe,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
785,Post Malone (feat. RANI),Sam Feldt,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
786,My Sweet Lord,George Harrison,male,europe,spotify,male,Asia,"GENDER: male
CONTINENT: Asia"
787,Million Voices,Otto Knows,male,europe,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
788,No Other Way,Sinead Harnett,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
789,7,Be Vis,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
790,Lush Life,Zara Larsson,female,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
791,Es un Secreto,Plan B,male,europe,spotify,male,South America,"GENDER: male
CONTINENT: South America"
792,Tired - Kovan & Alex Skrindo Remix,Alan Walker,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
793,Congratulations,Don Diablo,male,europe,spotify,female,North America,"GENDER: female
CONTINENT: North America"
794,Girls Like (feat. Zara Larsson),Tinie Tempah,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
795,With U (feat. Karen Harding),Tujamo,male,europe,spotify,male,North America,"GENDER: male
CONTINENT: North America"
796,Ready to Die,18 Karat,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
797,Como un lobo (Dueto 2007),Miguel Bosé,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
798,Caramel,Payman,male,europe,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
