artist,song_title,gender,ethnicity,lyrics_source,lyric_length,english_word_ratio,needs_translation
Savage,I Love The Islands,Male,Oceania,genius,521,0.9620493358633776,0
Tim Finn,In Your Sway,Male,Oceania,genius,199,1.0,0
Margaret Urlich,Boy In The Moon,Female,Oceania,genius,328,1.0,0
Colin Buchanan,The Joy Of Following Jesus,Male,Oceania,genius,225,0.9913419913419912,0
Monique Brumby,Fool For You,Female,Oceania,genius,268,0.9827586206896552,0
Lenka,Bring Me Down,Female,Oceania,genius,337,0.967032967032967,0
John Farnham,Youre The Voice,Male,Oceania,genius,355,0.93573264781491,0
Natalie Imbruglia,My Own Movie,Female,Oceania,genius,244,0.968503937007874,0
Slim Dusty,Trumby,Male,Oceania,genius,375,0.9616368286445012,0
Kylie Minogue,Nothing To Lose,Female,Oceania,genius,317,0.9603658536585366,0
Natalie Imbruglia,Diving In The Deep End,Female,Oceania,genius,164,1.0,0
Olivia Newton-John,Falling,Female,Oceania,genius,138,0.9866666666666668,0
Holly Throsby,We Carry,Female,Oceania,genius,117,0.9830508474576272,0
Rebecca St. James,Reborn,Female,Oceania,genius,237,0.973384030418251,0
Annah Mac,Celia,Female,Oceania,genius,258,0.9434628975265018,0
Kylie Minogue,In Your Eyes,Female,Oceania,genius,360,0.9794344473007712,0
Tina Arena,Now I Can Dance,Female,Oceania,genius,269,0.9890909090909092,0
Che-Fu,Random,Male,Oceania,genius,202,0.971563981042654,0
Andrew Stockdale,Everyday Drone,Male,Oceania,genius,227,0.9958333333333332,0
Ben Lee,Ship My Body Home,Male,Oceania,genius,279,0.9896193771626296,0
Adam Harvey,Genie In The Bottle,Male,Oceania,genius,295,0.9483870967741936,0
Darren Hanlon,Eli Wallach,Male,Oceania,genius,167,0.9834254143646408,0
Darren Hanlon,A To Z,Male,Oceania,genius,198,0.9481132075471698,0
Natalie Bassingthwaighte,Superhuman,Female,Oceania,genius,288,0.9845201238390092,0
Jessica Mauboy,Empty,Female,Oceania,genius,584,0.9830508474576272,0
Delta Goodrem,Fever,Female,Oceania,genius,245,0.9885057471264368,0
Kylie Minogue,Drunk,Female,Oceania,genius,329,0.985632183908046,0
Rick Springfield,Under The Milky Way,Male,Oceania,genius,153,1.0,0
Darren Hayes,The Heart Wants What It Wants,Male,Oceania,genius,260,0.988929889298893,0
Andy Gibb,Man On Fire,Male,Oceania,genius,443,0.9815195071868584,0
Keith Urban,Even The Stars Fall 4 U,Male,Oceania,genius,302,0.981132075471698,0
Hayley Westenra,Sonny,Female,Oceania,genius,139,1.0,0
Natalie Imbruglia,On The Run,Female,Oceania,genius,206,0.982532751091703,0
Sia,Little Black Sandals,Female,Oceania,genius,362,0.9784366576819408,0
Rebecca St. James,Speak To Me,Female,Oceania,genius,152,1.0,0
Massad,Tear My Heart Out,Male,Oceania,genius,259,0.9655172413793104,0
Tuka,Shift,Male,Oceania,genius,652,0.9791376912378305,0
Kasey Chambers,Saturated,Female,Oceania,genius,121,0.9485294117647058,0
Gin Wigmore,Under My Skin,Female,Oceania,genius,364,0.973474801061008,0
Abby Dobson,You Will Find Your Way,Female,Oceania,genius,291,0.9937694704049844,0
Jon English,Everytime I Sing A Love Song,Male,Oceania,genius,296,0.9186746987951808,0
Jon English,Walk Across The World,Male,Oceania,genius,267,0.929054054054054,0
New Buffalo,16 Beats,Female,Oceania,genius,164,0.9831460674157304,0
Sia,Reaper,Female,Oceania,genius,342,0.9889196675900276,0
Helen Reddy,Here In My Arms,Female,Oceania,genius,106,1.0,0
Hayley Westenra,Heaven,Female,Oceania,genius,142,0.9929577464788732,0
Flume,Change,Male,Oceania,genius,64,1.0,0
Casey Donovan,Symphony Of Life,Female,Oceania,genius,155,0.9874213836477987,0
Peter Koppes,The Lost Peace,Male,Oceania,genius,194,0.9855769230769232,0
Peter Allen,Once Before I Go,Male,Oceania,genius,318,0.9588235294117649,0
Hayley Westenra,Amazing Grace,Female,Oceania,genius,109,0.9732142857142856,0
Diana Anaid,Forola,Female,Oceania,genius,189,0.9794871794871794,0
Stan Walker,Choose You,Male,Oceania,genius,348,0.9803921568627452,0
Hayley Westenra,Abide With Me,Female,Oceania,genius,103,0.9813084112149532,0
Bic Runga,Making A Scene,Female,Oceania,genius,121,0.9926470588235294,0
James Reyne,Stagefright,Male,Oceania,genius,170,0.9842931937172776,0
Amber Lawrence,Song To Self,Female,Oceania,genius,253,0.9925373134328358,0
Aaradhna,I Wish It Would Rain,Female,Oceania,genius,293,0.9866220735785952,0
Natalie Imbruglia,That Day,Female,Oceania,genius,496,0.9909255898366606,0
John Schumann,Eyes On Fire,Male,Oceania,genius,306,0.975,0
Jimmy Barnes,Hardline,Male,Oceania,genius,239,0.95,0
Russell Morris,Boom Town,Male,Oceania,genius,142,0.9861111111111112,0
James Keelaghan,Woodsmoke And Oranges,Male,Oceania,genius,302,0.9808917197452228,0
Missy Higgins,100 Round The Bends,Female,Oceania,genius,300,0.9444444444444444,0
Colin Hay,Love Is Innocent,Male,Oceania,genius,185,0.9898477157360406,0
Delta Goodrem,Love Thy Will Be Done,Female,Oceania,genius,316,0.996875,0
Vance Joy,Wasted Time,Male,Oceania,genius,348,0.9666666666666668,0
Kylie Minogue,Word Is Out,Female,Oceania,genius,384,0.9927184466019418,0
TyDi,So Alone,Male,Oceania,genius,307,0.9860335195530726,0
Olivia Newton-John,If We Only Have Love,Female,Oceania,genius,194,0.9747474747474748,0
Natalie Imbruglia,Shiver,Female,Oceania,genius,311,0.9853372434017597,0
Catcall,The Warmest Place,Female,Oceania,genius,56,0.95,0
Dannii Minogue,Creep,Female,Oceania,genius,336,0.9822485207100592,0
Kylie Minogue,Kiss Me Once,Female,Oceania,genius,246,0.9767441860465116,0
Sia,Big Girls Cry,Female,Oceania,genius,334,0.9715099715099716,0
Kamahl,The Elephant Song,Male,Oceania,genius,174,0.9887005649717514,0
Rick Price,Bridge Building Man,Male,Oceania,genius,253,0.9961977186311788,0
Marc Hamilton,Comme JAi Toujours Envie DAimer,Male,Oceania,genius,161,0.7096774193548387,1
Sarah Blasko,I Could Never Belong To You,Female,Oceania,genius,210,0.9722222222222222,0
Gabriella Cilmi,Echo Beach,Female,Oceania,genius,274,0.98943661971831,0
Rebecca St. James,Go And Sin No More,Female,Oceania,genius,306,0.9742765273311896,0
Jason Donovan,Oxygen,Male,Oceania,genius,201,1.0,0
Rebecca Lavelle,Take The Rain Away,Female,Oceania,genius,240,0.995850622406639,0
Tania Kernaghan,Where The Murray Meets The Darling,Female,Oceania,genius,191,0.9581151832460733,0
Delta Goodrem,Predictable,Female,Oceania,genius,283,0.9900662251655628,0
Tim Finn,Growing Pains,Male,Oceania,genius,194,0.9949748743718592,0
Gotye,Eyes Wide Open,Male,Oceania,genius,371,0.9868073878627968,0
Dannii Minogue,A Piece Of Time,Female,Oceania,genius,423,0.9909297052154196,0
Rebecca St. James,I Adore You,Female,Oceania,genius,160,0.9759036144578314,0
Michelle Tumes,With The Angels,Female,Oceania,genius,261,0.9890909090909092,0
Drapht,Rapunzel,Male,Oceania,genius,578,0.973727422003284,0
Marty Willson-Piper,St. Germain,Male,Oceania,genius,123,0.9047619047619048,0
Rebecca St. James,Beautiful Stranger,Female,Oceania,genius,315,0.9968553459119496,0
Darren Hanlon,Cheat The Future,Male,Oceania,genius,253,0.9628252788104088,0
Jim White,Blindly We Go,Male,Oceania,genius,169,0.9661016949152542,0
Amiel,All Of Me,Female,Oceania,genius,333,0.9769452449567724,0
Kasey Chambers,Southern Kind Of Life,Female,Oceania,genius,241,0.9877551020408164,0
Steve Kilbey,Midnite In America,Male,Oceania,genius,208,0.9627906976744186,0
Darren Hayes,Maybe,Male,Oceania,genius,267,0.968421052631579,0
Dannii Minogue,Going Going Gone,Female,Oceania,genius,297,0.9741100323624596,0
Dami Im,Without You,Female,Oceania,genius,303,0.9779874213836478,0
Lee Kernaghan,Cobar Line,Male,Oceania,genius,273,0.9794520547945206,0
Cody Simpson,Angel,Male,Oceania,genius,345,0.9703504043126684,0
Natalie Imbruglia,Satisfied,Female,Oceania,genius,292,0.99009900990099,0
Mick Harvey,A Walk On The Wild Side,Male,Oceania,genius,143,0.9871794871794872,0
Sarah Blasko,Cinders,Female,Oceania,genius,178,0.9832402234636872,0
Che Fu,Fade-Away,Male,Oceania,genius,163,1.0,0
M. Craft,Sparrows,Male,Oceania,genius,145,0.9668874172185432,0
Kimbra,Carolina,Female,Oceania,genius,242,0.9612403100775194,0
Ben Lee,Thank You,Male,Oceania,genius,259,0.9923076923076924,0
Robert Forster,Warm Nights,Male,Oceania,genius,133,0.9929078014184396,0
Angus Stone,Be What You Be,Male,Oceania,genius,208,1.0,0
John Farnham,Burn For You,Male,Oceania,genius,185,0.963917525773196,0
Olivia Newton-John,Silvery Rain,Female,Oceania,genius,203,0.9904761904761904,0
Peter Koppes,Met Her Today,Male,Oceania,genius,203,0.9809523809523808,0
Lior,Landslide,Male,Oceania,genius,139,0.9928057553956836,0
Colin Hay,She Keeps Me Dreaming,Male,Oceania,genius,170,0.9942528735632185,0
James Keelaghan,I Would I Were,Male,Oceania,genius,179,0.9891304347826086,0
Lenka,Everything At Once,Female,Oceania,genius,306,0.967828418230563,0
Whitley,More Than Life,Female,Oceania,genius,119,1.0,0
Darren Hayes,On The Verge Of Something Wonderful,Male,Oceania,genius,302,0.990353697749196,0
Cody Simpson,IYiYi,Male,Oceania,genius,648,0.9287709497206704,0
Dannii Minogue,This Is The Way,Female,Oceania,genius,287,0.98989898989899,0
Rick Springfield,Celebrate Youth,Male,Oceania,genius,468,1.0,0
Rick Springfield,If We Help One Another,Male,Oceania,genius,128,0.9763779527559056,0
Olivia Newton-John,Slow Down Jackson,Female,Oceania,genius,143,0.9673202614379084,0
Xavier Rudd,Green Spandex,Male,Oceania,genius,177,0.956043956043956,0
Rick Springfield,Souls,Male,Oceania,genius,299,0.9867986798679867,0
Paulini,Superwoman,Female,Oceania,genius,588,0.9604430379746836,0
Natalie Imbruglia,Let My Love Open The Door,Female,Oceania,genius,225,0.9830508474576272,0
Steve McDonald,Loch Lomond,Male,Oceania,genius,190,0.9695431472081218,0
Lee Kernaghan,When The Snow Falls On The Alice,Male,Oceania,genius,188,0.9603960396039604,0
Olivia Newton-John,Jolene,Female,Oceania,genius,208,1.0,0
Steve Kilbey,The Neverness Hoax,Male,Oceania,genius,195,0.9848484848484848,0
Adam Brand,Number 34,Male,Oceania,genius,244,0.972,0
Turk Tresize,Wasted,Male,Oceania,genius,192,0.9951219512195122,0
Natalie Gauci,Here I Am,Female,Oceania,genius,228,0.9828326180257512,0
Vanessa Amorosi,Bitter Twist,Female,Oceania,genius,379,0.963855421686747,0
Rick Springfield,Inside Silvia,Male,Oceania,genius,202,1.0,0
Ben Lee,American Television,Male,Oceania,genius,255,0.9895833333333334,0
Missy Higgins,The Special Two,Female,Oceania,genius,400,0.9767441860465116,0
Hayley Westenra,Where Do We Go From Here (with Blake),Female,Oceania,genius,436,0.9933035714285714,0
Peter Koppes,Her Mark,Male,Oceania,genius,92,1.0,0
Tim Minchin,Bruce,Male,Oceania,genius,512,0.9698581560283688,0
Gin Wigmore,Hey Ho,Female,Oceania,genius,228,0.9629629629629628,0
Monique Brumby,Lava,Female,Oceania,genius,224,1.0,0
Andy Gibb,Warm Ride,Male,Oceania,genius,243,0.9838056680161944,0
Vanessa Amorosi,Turning Up The Heat,Female,Oceania,genius,281,0.9230769230769232,0
Ben Lummis,Searchin',Male,Oceania,genius,306,0.9880239520958084,0
Adalita,Too Far Gone,Female,Oceania,genius,172,0.9835164835164836,0
Mick Harvey,Here I Am,Male,Oceania,genius,144,0.9932432432432432,0
Amiel,Meet Me In The Red Room,Female,Oceania,genius,314,0.946268656716418,0
Anthony Callea,Wanna Be The One,Male,Oceania,genius,259,0.9328358208955224,0
Drapht,Skit,Male,Oceania,genius,310,0.9839743589743588,0
Olivia Newton-John,If You Love Me (Let Me Know),Female,Oceania,genius,249,1.0,0
Rick Springfield,Silent Night,Male,Oceania,genius,124,0.984375,0
Monique Brumby,Overcome,Female,Oceania,genius,237,1.0,0
Tuka,Nirvana,Male,Oceania,genius,292,0.9803921568627452,0
Kate Miller-Heidke,Ride This Feeling,Female,Oceania,genius,263,0.9727891156462584,0
Kasey Chambers,A Little Bit Lonesome,Female,Oceania,genius,246,0.985239852398524,0
Tina Arena,Flashback,Female,Oceania,genius,297,0.9587301587301588,0
Kate Miller-Heidke,Stayin' Alive,Female,Oceania,genius,89,0.9578947368421052,0
Adalita,He Wrote,Female,Oceania,genius,192,0.9949748743718592,0
Kylie Minogue,Love At First Sight,Female,Oceania,genius,317,0.9750778816199376,0
Olivia Newton-John,Everything Love Is,Female,Oceania,genius,195,0.984924623115578,0
Mick Harvey,Intoxicated Man,Male,Oceania,genius,168,0.967032967032967,0
Luke Buda,Special Surprise,Male,Oceania,genius,149,0.954248366013072,0
Margaret Urlich,Your Love,Female,Oceania,genius,114,0.9747899159663864,0
Sia,Clap Your Hands,Female,Oceania,genius,409,0.9975903614457832,0
Kylie Minogue,Always Find The Time,Female,Oceania,genius,301,0.961764705882353,0
Tina Arena,Chains,Female,Oceania,genius,235,0.9884169884169884,0
Holly Throsby,The Time It Takes,Female,Oceania,genius,216,0.9865470852017936,0
Robert Forster,"Let Your Light In, Babe",Male,Oceania,genius,246,1.0,0
Adam Brand,Words Cannot Say,Male,Oceania,genius,177,1.0,0
Keith Urban,Love We Got Goin',Male,Oceania,genius,190,0.9797979797979798,0
Delta Goodrem,If I Forget,Female,Oceania,genius,231,0.926923076923077,0
Lee Kernaghan,1959,Male,Oceania,genius,246,0.9732824427480916,0
Colin Buchanan,Without You,Male,Oceania,genius,180,0.984126984126984,0
Kylie Minogue,Red Blooded Woman,Female,Oceania,genius,601,0.9755351681957186,0
Jimmy Barnes,Sister Mercy,Male,Oceania,genius,268,0.9755244755244756,0
Peter Andre,The Tracks Of My Tears,Male,Oceania,genius,244,0.9769230769230768,0
Peter Andre,Insania,Male,Oceania,genius,166,0.988095238095238,0
Deni Hines,I Like The Way,Female,Oceania,genius,376,0.979002624671916,0
Brooke Fraser,Who Are We Fooling?,Female,Oceania,genius,316,0.9970501474926252,0
Rebecca St. James,Wait For Me,Female,Oceania,genius,327,0.9880239520958084,0
Jason Owen,If Tomorrow Never Comes,Male,Oceania,genius,265,0.981549815498155,0
Rick Springfield,Born Out Of Time,Male,Oceania,genius,249,0.9888059701492538,0
Colin Hay,Walk Amongst His Ruins,Male,Oceania,genius,191,0.9797979797979798,0
Tim Finn,Salt To The Sea,Male,Oceania,genius,194,1.0,0
M. Craft,You Are The Music,Male,Oceania,genius,181,0.953125,0
David Campbell,Hope,Male,Oceania,genius,149,0.9430379746835444,0
Gin Wigmore,Nothing To No One,Female,Oceania,genius,258,1.0,0
Rick Springfield,Calling All Girls,Male,Oceania,genius,334,0.9586776859504132,0
Missy Higgins,Any Day Now,Female,Oceania,genius,218,0.956140350877193,0
Sam Sparro,Return To Paradise,Male,Oceania,genius,219,0.9605263157894736,0
Olivia Newton-John,I Need Love,Female,Oceania,genius,313,0.983651226158038,0
Darlene Zschech,My Jesus I Love Thee (I Love You Jesus),Female,Oceania,genius,259,0.9438202247191012,0
Helen Reddy,Here In My Arms,Female,Oceania,genius,106,1.0,0
Courtney Barnett,Are You Looking After Yourself?,Female,Oceania,genius,233,0.9835390946502056,0
Butterfly Boucher,Warning Bell,Female,Oceania,genius,208,0.9812206572769951,0
Bic Runga,Delight,Female,Oceania,genius,191,0.961904761904762,0
Jamie McDell,Life In Sunshine,Female,Oceania,genius,313,0.967930029154519,0
Peter Koppes,Arabia,Male,Oceania,genius,146,0.987012987012987,0
Russell Hitchcock,The River Cried,Male,Oceania,genius,176,0.989071038251366,0
John Farnham,Playing To Win,Male,Oceania,genius,259,0.9893992932862192,0
Helen Reddy,Love Song For Jeffrey,Female,Oceania,genius,168,0.9555555555555556,0
Abbe May,Design Desire,Female,Oceania,genius,26,1.0,0
Rebecca St. James,Show Your Glory,Female,Oceania,genius,150,0.986842105263158,0
Kylie Minogue,I Believe In You,Female,Oceania,genius,313,0.9846625766871164,0
Kate Ceberano,Pash,Female,Oceania,genius,250,0.9423076923076924,0
Olivia Newton-John,Help Me Make It Through The Night,Female,Oceania,genius,140,0.9932432432432432,0
Robert Forster,Bird,Male,Oceania,genius,189,0.9798994974874372,0
Sia,One Million Bullets,Female,Oceania,genius,370,0.9949874686716792,0
Bernard Fanning,Thrill Is Gone,Male,Oceania,genius,208,0.995475113122172,0
Neil Finn,Last To Know,Male,Oceania,genius,167,0.9822485207100592,0
Alex Lloyd,Sleep,Male,Oceania,genius,141,0.9523809523809524,0
Kylie Minogue,Red Blooded Woman,Female,Oceania,genius,601,0.9755351681957186,0
Xavier Rudd,Little Chief,Male,Oceania,genius,270,0.944055944055944,0
Missy Higgins,Dancing Dirt Into The Snow,Female,Oceania,genius,230,1.0,0
Peter Koppes,Lullaby,Male,Oceania,genius,186,0.9901960784313726,0
Urthboy,To The Bank,Male,Oceania,genius,543,0.9824561403508772,0
Rebecca St. James,Come Quickly Lord,Female,Oceania,genius,225,1.0,0
Mareko,"Stop, Drop And Roll",Male,Oceania,genius,568,0.981450252951096,0
Jim White,That Girl From Brownsville Texas,Male,Oceania,genius,526,0.9908256880733946,0
Timmy Trumpet,Freaks,Male,Oceania,genius,302,0.987460815047022,0
Whitley,The Submarine,Female,Oceania,genius,122,0.9457364341085271,0
Guy Sebastian,Summer Love,Male,Oceania,genius,292,0.9494949494949496,0
Colin Buchanan,Hooley Dooley Wop Bam Boom! (Jesus Christ Is Coming Soon),Male,Oceania,genius,170,0.9613259668508288,0
Olivia Newton-John,Hopelessly Devoted To You,Female,Oceania,genius,197,1.0,0
Michael Hutchence,Put The Pieces Back Together,Male,Oceania,genius,200,0.985645933014354,0
Kylie Minogue,Give Me Just A Little More Time,Female,Oceania,genius,490,0.9940711462450592,0
Hayley Westenra,Never Say Goodbye,Female,Oceania,genius,120,0.96,0
Jon English,Sandcastles,Male,Oceania,genius,289,0.9363057324840764,0
Lisa Mitchell,Walk With Me,Female,Oceania,genius,226,0.978448275862069,0
Andy Gibb,Melody,Male,Oceania,genius,265,0.9787234042553192,0
Andrew Morris,Heart Bounded By Sorrow,Male,Oceania,genius,218,0.99163179916318,0
Bic Runga,All Fall Down,Female,Oceania,genius,127,0.9921259842519684,0
Dami Im,Bridge Over Troubled Waters,Female,Oceania,genius,170,0.9661016949152542,0
Kylie Minogue,Did It Again,Female,Oceania,genius,351,0.9947780678851176,0
Sarah Blasko,An Arrow,Female,Oceania,genius,145,0.9932885906040269,0
John Farnham,When The War Is Over,Male,Oceania,genius,212,0.9466666666666668,0
M. Craft,Snowbird,Male,Oceania,genius,466,0.9707724425887264,0
Cody Simpson,Paradise,Male,Oceania,genius,180,0.9948979591836736,0
Rebecca St. James,Wait For Me,Female,Oceania,genius,327,0.9880239520958084,0
Guy Sebastian,All I Need Is You,Male,Oceania,genius,518,0.9944029850746268,0
Hayley Westenra,Sonny,Female,Oceania,genius,139,1.0,0
Vanessa Amorosi,One Thing Leads To Another,Female,Oceania,genius,378,0.964824120603015,0
Kylie Minogue,Did It Again,Female,Oceania,genius,351,0.9947780678851176,0
James Reyne,Lizards From Lounges,Male,Oceania,genius,129,0.9925373134328358,0
Rick Springfield,Venus In Overdrive,Male,Oceania,genius,275,1.0,0
Darren Hanlon,Happy Birthday (For Yesterday),Male,Oceania,genius,202,0.9855769230769232,0
Hayley Westenra,Pokarekare Ana,Female,Oceania,genius,69,0.7101449275362319,1
Grant McLennan,Haunted House,Male,Oceania,genius,117,1.0,0
Hayley Westenra,Wishing You Were Somehow Here Again,Female,Oceania,genius,153,0.9807692307692308,0
Natalie Imbruglia,Fun,Female,Oceania,genius,175,0.9842105263157894,0
Jim White,Bluebird,Male,Oceania,genius,291,0.9832214765100672,0
Mal Webb,Carrot,Male,Oceania,genius,320,0.967741935483871,0
Steve Kilbey,Stone Gods,Male,Oceania,genius,300,0.9903225806451612,0
Aaradhna,Shake,Female,Oceania,genius,350,0.9289772727272728,0
Olivia Newton-John,Sam,Female,Oceania,genius,246,0.996031746031746,0
Keith Urban,Arms Of Mary,Male,Oceania,genius,151,0.9934640522875816,0
Rick Price,Church On Fire,Male,Oceania,genius,215,0.9863636363636364,0
Hayley Westenra,Haru Yo Koi,Female,Oceania,genius,334,0.9737609329446064,0
Steve Kilbey,Danielle,Male,Oceania,genius,138,0.986206896551724,0
Stan Walker,Galaxy,Male,Oceania,genius,355,0.9833333333333332,0
Natalie Imbruglia,Pigeons And Crumbs,Female,Oceania,genius,213,0.9912663755458516,0
Jimmy Barnes,Love And Hate,Male,Oceania,genius,171,1.0,0
Rick Springfield,Human Touch,Male,Oceania,genius,255,0.9850187265917604,0
Darlene Zschech,Glorify Your Name,Female,Oceania,genius,167,0.9824561403508772,0
Rick Springfield,Alien Virus,Male,Oceania,genius,151,0.98125,0
Tina Arena,Chains,Female,Oceania,genius,235,0.9884169884169884,0
Olivia Newton-John,All The Pretty Little Horses,Female,Oceania,genius,96,0.9897959183673468,0
Darren Hanlon,Title Fight: Heart V Mind,Male,Oceania,genius,152,0.9763313609467456,0
Kylie Minogue,All The Lovers,Female,Oceania,genius,290,0.9747634069400632,0
Hayley Westenra,Cinema Paradiso - Profumo Di Limone,Female,Oceania,genius,92,0.6451612903225806,1
Dave Dobbyn,Rain On Fire,Male,Oceania,genius,192,0.9847715736040608,0
Russell Crowe,Stars,Male,Oceania,genius,201,1.0,0
Rebecca Lavelle,Never Enough,Female,Oceania,genius,200,1.0,0
Darren Hanlon,Old Dream,Male,Oceania,genius,222,0.974025974025974,0
Natalie Imbruglia,Butterflies,Female,Oceania,genius,204,0.966183574879227,0
Colin Hay,Broken Love,Male,Oceania,genius,192,0.925,0
Rowland S. Howard,Exit Everything,Male,Oceania,genius,282,0.9659863945578232,0
Natalie Imbruglia,Leave Me Alone,Female,Oceania,genius,268,0.9757785467128028,0
Ben Lummis,Kiss From A Rose,Male,Oceania,genius,361,0.9891891891891892,0
Olivia Newton-John,Moth To A Flame,Female,Oceania,genius,326,0.988795518207283,0
Samantha Jade,Step Up,Female,Oceania,genius,633,0.9789156626506024,0
Cassie Davis,Mess Of Mine,Female,Oceania,genius,325,0.97134670487106,0
Darlene Zschech,Let The Peace Of God Reign,Female,Oceania,genius,314,1.0,0
Abbe May,Taurus Chorus,Female,Oceania,genius,78,0.9875,0
Darren Hanlon,The Kickstand Song,Male,Oceania,genius,213,0.9592760180995475,0
Mark Lizotte,Dig,Male,Oceania,genius,204,0.96875,0
Kate Miller-Heidke,Thanks For Today,Female,Oceania,genius,242,0.980544747081712,0
Urthboy,Modern Day Folk,Male,Oceania,genius,602,0.974921630094044,0
Phrase,Spaceship,Male,Oceania,genius,518,0.9716312056737588,0
Adalita,I Want Your Love,Female,Oceania,genius,129,0.9929577464788732,0
Andy Gibb,After Dark,Male,Oceania,genius,330,0.9457831325301204,0
Neil Finn,The Climber,Male,Oceania,genius,176,0.9776536312849162,0
Hayley Westenra,Shenandoah,Female,Oceania,genius,88,0.989247311827957,0
Sia,The Girl You Lost To Cocaine,Female,Oceania,genius,321,0.9630681818181818,0
Andrew Stockdale,Let Somebody Love You,Male,Oceania,genius,158,0.9942196531791908,0
Lisa Mitchell,Heroine,Female,Oceania,genius,252,0.9669117647058824,0
Darren Hayes,Falling At Your Feet,Male,Oceania,genius,360,0.947513812154696,0
Sia,Numb,Female,Oceania,genius,172,1.0,0
Che-Fu,Top Floor,Male,Oceania,genius,398,0.970873786407767,0
Catherine Britt,Dirt Cheap,Female,Oceania,genius,240,0.9626865671641792,0
Ainslie Wills,Early Morning Light,Female,Oceania,genius,109,0.9741379310344828,0
Ainslie Wills,Ocean,Female,Oceania,genius,74,1.0,0
Maria Pensar,Det Vackraste,Female,Oceania,genius,207,0.4589371980676328,1
Hayley Westenra,Ave Maria (Franz Schubert),Female,Oceania,genius,67,0.6764705882352942,1
Olivia Newton-John,Physical,Female,Oceania,genius,327,0.96011396011396,0
Gin Wigmore,Dying Day,Female,Oceania,genius,235,0.9838709677419356,0
Dannii Minogue,Undeniable,Female,Oceania,genius,280,0.9840255591054312,0
Steve Kilbey,English Kiss,Male,Oceania,genius,269,0.9927272727272728,0
Marty Willson-Piper,After Eight,Male,Oceania,genius,115,0.952755905511811,0
Vance Joy,Play With Fire,Male,Oceania,genius,219,1.0,0
Guy Sebastian,Kryptonite,Male,Oceania,genius,359,0.9708029197080292,0
Anika Moa,Annie Goes To Sleep,Female,Oceania,genius,227,0.9959514170040484,0
Sia,So Bored,Female,Oceania,genius,91,0.9587628865979382,0
Olivia Newton-John,I Honestly Love You,Female,Oceania,genius,364,0.9830508474576272,0
Darren Hanlon,Elbows,Male,Oceania,genius,421,0.9707865168539326,0
Josef Salvat,The Days,Male,Oceania,genius,412,0.9724137931034482,0
Dannii Minogue,Party Jam,Female,Oceania,genius,415,0.978401727861771,0
Rick Springfield,Oblivious,Male,Oceania,genius,137,0.9861111111111112,0
Peter Andre,All About Us,Male,Oceania,genius,395,0.9665071770334928,0
Troy Cassar-Daley,Yer So Bad,Male,Oceania,genius,158,0.970414201183432,0
Sam Sparro,Clingwrap,Male,Oceania,genius,475,0.9708029197080292,0
Ben Lee,Trying To Sneeze,Male,Oceania,genius,166,0.9585492227979274,0
Dub FX,Wandering Love,Male,Oceania,genius,531,0.9763636363636364,0
Anthony Callea,Bridge Over Troubled Water,Male,Oceania,genius,177,0.9672131147540984,0
Rob Dougan,One And The Same (Coda),Male,Oceania,genius,206,0.9774774774774776,0
John Farnham,Underneath The Arches,Male,Oceania,genius,132,0.9855072463768116,0
Nikki Webster,Red Light Green Light,Female,Oceania,genius,286,0.9794520547945206,0
Kylie Minogue,Live And Learn,Female,Oceania,genius,364,0.9896640826873384,0
Bernard Fanning,Which Way Home,Male,Oceania,genius,241,0.969811320754717,0
Neil Finn,Rest Of The Day Off,Male,Oceania,genius,236,0.992,0
Lisa Mitchell,A Little Ramblin' Blues For Any Hour,Female,Oceania,genius,376,0.961352657004831,0
Jimmy Barnes,"Cold, Cold Heart",Male,Oceania,genius,271,0.9755244755244756,0
Olivia Newton-John,If You Love Me (Let Me Know),Female,Oceania,genius,249,1.0,0
Jessica Mauboy,Burn,Female,Oceania,genius,431,0.9824945295404814,0
Hayley Westenra,Cinema Paradiso - Profumo Di Limone,Female,Oceania,genius,92,0.6451612903225806,1
Steve Kilbey,Fall In Love,Male,Oceania,genius,344,0.9736842105263158,0
Tuka,Too Soon,Male,Oceania,genius,479,0.9758551307847082,0
Dami Im,Beauty In The World,Female,Oceania,genius,299,0.9870967741935484,0
Diana Anaid,RUOK?,Female,Oceania,genius,129,0.979591836734694,0
Orianthi,Suffocated,Female,Oceania,genius,223,0.9319148936170212,0
Vanessa Amorosi,Pray For Love,Female,Oceania,genius,253,0.9854014598540146,0
Bertie Blackman,Valentine,Female,Oceania,genius,163,0.9832402234636872,0
Bic Runga,Roll Into One,Female,Oceania,genius,159,1.0,0
Rebecca St. James,Here I Am To Worship,Female,Oceania,genius,96,0.98,0
Keith Urban,I Thought You Knew,Male,Oceania,genius,216,0.9912663755458516,0
Josef Salvat,Closer,Male,Oceania,genius,412,0.9908045977011494,0
Rowland S. Howard,I Burnt Your Clothes,Male,Oceania,genius,304,0.9783950617283952,0
Rick Springfield,Walking On The Edge,Male,Oceania,genius,244,0.996078431372549,0
Candice Alley,She Dreams,Female,Oceania,genius,231,0.98,0
Mal Webb,Girl Of My Dreams,Male,Oceania,genius,77,0.987012987012987,0
Darren Hayes,Insatiable,Male,Oceania,genius,390,0.9950124688279302,0
Neil Finn,Faster Than Light,Male,Oceania,genius,204,0.9318181818181818,0
