song_title,artist,continent,gender,source,original_index,musical_genre,needs_translation,lyrics_length
Golden Green,Agnes Obel,europe,female,spotify,882,pop,0,221
We Ain't Feeling Time,FKJ,europe,male,spotify,885,r&b,0,141
Fade Into Darkness - Vocal Radio Mix,Avicii,europe,male,spotify,892,edm,0,163
The Only Way Is Up - Radio Edit,Martin Garrix,europe,male,spotify,897,edm,0,279
Everything (feat. John Legend),Ella Mai,europe,female,spotify,901,r&b,0,314
You're Beautiful,James Blunt,europe,male,spotify,905,rock,0,199
Clarity,Zedd,europe,male,spotify,907,latin,0,498
Can I Be Him,James Arthur,europe,male,spotify,908,r&b,0,342
Gothersgade,Artigeardit,europe,male,spotify,909,rap,1,407
Lights On,Izzy Bizu,europe,female,spotify,917,r&b,0,314
Crying In The Sun,Faustix,europe,male,spotify,919,pop,0,600
Heaven,Avicii,europe,male,spotify,921,pop,0,618
Heroes (we could be),Alesso,europe,male,spotify,930,edm,0,226
Te Quiero un Poco,Carlos Sadness,europe,male,spotify,938,latin,1,217
goodbye,updog,europe,male,spotify,943,pop,0,204
Bombs Away,Charlotte Gainsbourg,europe,female,spotify,949,pop,0,302
george,Arlo Parks,europe,female,spotify,950,r&b,0,189
A Different Way (with Lauv),DJ Snake,europe,male,spotify,952,pop,0,460
Who Is Ready To Jump - Original Club Mix,Chuckie,europe,male,spotify,957,edm,0,139
Clandestino (feat. Calypso Rose),Manu Chao,europe,male,spotify,958,latin,1,168
Burn,Ellie Goulding,europe,female,spotify,964,pop,0,1016
Perfect,Topic,europe,male,spotify,965,edm,0,341
Stress ohne Grund (feat. Bushido),Shindy,europe,male,spotify,966,rap,1,404
PAY ME BACK!,ILIRA,europe,female,spotify,967,pop,0,324
Friedhof der Kuscheltiere,Manuellsen,europe,male,spotify,976,rap,1,359
Imperfect Circle,Jorja Smith,europe,female,spotify,978,r&b,0,399
Say My Name,David Guetta,europe,male,spotify,982,pop,0,444
Monster,LUM!X,europe,male,spotify,1003,edm,0,131
365 - Zedd Remix,Zedd,europe,male,spotify,1007,edm,0,399
Lights & Thunder - Club Mix,Gareth Emery,europe,male,spotify,1014,edm,0,153
Stargazing,Kygo,europe,male,spotify,1016,pop,0,975
Porcelain,Skott,europe,female,spotify,1019,pop,0,274
Muscle Car - Sander Kleinenberg's Pace Car Mix - Radio Edit,Mylo,europe,male,spotify,1027,edm,0,204
Rebelde por Defecto,ToteKing,europe,male,spotify,1029,latin,1,555
TIME,Alesso,europe,male,spotify,1039,pop,0,182
Drivin',Mr. Probz,europe,male,spotify,1040,r&b,0,225
Solo Dance,Martin Jensen,europe,male,spotify,1041,latin,0,216
Tonight's the Night (Gonna Be Alright) - 2009 Remaster,Rod Stewart,europe,male,spotify,1048,rock,0,162
I Shot The Sheriff,Eric Clapton,europe,male,spotify,1049,rock,0,191
We'll Be Ok,Afrojack,europe,male,spotify,1051,edm,0,282
Nur ein Dieb,Veysel,europe,male,spotify,1052,rap,1,375
I Own You,Mick Flannery,europe,male,spotify,1054,rock,0,364
Wave Goodbye (feat. Jeffrey Jey),Robin Schulz,europe,male,spotify,1056,latin,0,234
Crazy Dream,Tom Misch,europe,male,spotify,1067,r&b,0,320
Raise Your Hands,Ummet Ozcan,europe,male,spotify,1069,edm,0,156
Sexy Bitch (feat. Akon),David Guetta,europe,male,spotify,1070,pop,0,338
Ego - Radio Edit,Willy William,europe,male,spotify,1071,rap,1,216
Neon,Frida Sundemo,europe,female,spotify,1077,pop,0,192
Forget What I Said,Noora Noor,europe,female,spotify,1081,r&b,0,144
Umsatzfixiert,Capital Bra,europe,male,spotify,1087,rap,1,396
Jet - Remastered 2010,Paul McCartney,europe,male,spotify,1094,rock,0,430
High,James Blunt,europe,male,spotify,1099,rock,0,168
Turbococco,Ghali,europe,male,spotify,1103,r&b,1,303
Hyde,Astrid S,europe,female,spotify,1106,pop,0,204
Arrogante,Irama,europe,male,spotify,1111,r&b,1,420
Wherever You Go,Jonas Blue,europe,male,spotify,1115,pop,0,398
Mambo Rap,Parov Stelar,europe,male,spotify,1118,edm,0,304
Happy Now,Kygo,europe,male,spotify,1119,pop,0,3348
La differenza,Gianna Nannini,europe,female,spotify,1125,r&b,1,190
Both,Headie One,europe,male,spotify,1133,rap,0,687
Meister Yoda,Azet,europe,male,spotify,1134,rap,1,535
Falling Like The Stars,James Arthur,europe,male,spotify,1137,r&b,0,262
White Tiger - Marcus Layton Radio Edit,Izzy Bizu,europe,female,spotify,1139,latin,0,192
Play Hard (feat. Ne-Yo & Akon) - New Edit,David Guetta,europe,male,spotify,1143,pop,0,542
Can't Bring Me Down,Quintino,europe,male,spotify,1149,edm,0,237
We Don't Talk,Wiktoria,europe,female,spotify,1150,pop,0,371
Lovers on the Sun (feat. Sam Martin),David Guetta,europe,male,spotify,1153,edm,0,185
Even If - Radio Edit,Benny Benassi,europe,male,spotify,1154,edm,0,269
Talk,DJ Snake,europe,male,spotify,1156,edm,0,323
Kanax in Moskau,KC Rebell,europe,male,spotify,1162,rap,1,501
COUNT YAH BLESSINGS,Chivv,europe,male,spotify,1163,latin,1,364
Miss U,Kidd Keo,europe,male,spotify,1168,rap,1,426
Got It,Boys Noize,europe,male,spotify,1175,edm,0,607
In The Air Tonight - 2015 Remastered,Phil Collins,europe,male,spotify,1178,rock,0,345
Mistaken (feat. Alex Aris),Martin Garrix,europe,male,spotify,1184,pop,0,740
Clarity - Tiësto Remix,Zedd,europe,male,spotify,1185,edm,0,249
The Back Seat Of My Car - 1993 Digital Remaster,Paul McCartney,europe,male,spotify,1192,rock,0,244
Follow Me,Syn Cole,europe,male,spotify,1193,pop,0,131
I Want You To Know,Zedd,europe,male,spotify,1196,pop,0,718
This Town (feat. Sasha Sloan & Gucci Mane) - Gucci Mane Edit,Kygo,europe,male,spotify,1197,pop,0,201
Haramstufe Rot,Hanybal,europe,male,spotify,1198,rap,1,564
South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix,Ed Sheeran,europe,male,spotify,1199,pop,0,632
Naked,Elin Bergman,europe,female,spotify,1207,pop,0,252
Birds Fly - W&W Festival Mix Edit,Hardwell,europe,male,spotify,1211,edm,0,288
Fra Gaden (feat. Benny Jamz),ATYPISK,europe,male,spotify,1212,rap,1,408
Stereo Love - Radio Edit,Edward Maya,europe,male,spotify,1216,pop,0,374
The One,Jorja Smith,europe,female,spotify,1218,r&b,0,438
No Sleep (feat. Bonn),Martin Garrix,europe,male,spotify,1220,pop,0,1434
Bitch Lasagna,pewdiepie,europe,male,spotify,1222,pop,0,325
Right As Rain,Adele,europe,female,spotify,1228,pop,0,364
Straight Into The Fire,Zedd,europe,male,spotify,1236,edm,0,220
Baby,Bakermat,europe,male,spotify,1245,latin,0,254
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,europe,male,spotify,1249,r&b,0,301
Nothing Can Hold Us Down,Hardwell,europe,male,spotify,1250,edm,0,145
One,Cleo Sol,europe,female,spotify,1256,r&b,0,210
You & Me,James TW,europe,male,spotify,1259,r&b,0,429
Faded,Alan Walker,europe,male,spotify,1261,pop,0,336
Friday (feat. JGUAR),MOTi,europe,male,spotify,1262,edm,0,282
Don't Start Now - Kungs Remix,Dua Lipa,europe,female,spotify,1265,edm,0,295
Daniel,Elton John,europe,male,spotify,1266,rock,0,211
I Know You - Vigiland Remix,Craig David,europe,male,spotify,1267,pop,0,304
Made For You,John De Sohn,europe,male,spotify,1268,edm,0,480
Rinse & Repeat - Radio Edit,Riton,europe,male,spotify,1276,edm,0,390
Anywhere,Rita Ora,europe,female,spotify,1278,pop,0,430
You Make Me,Avicii,europe,male,spotify,1283,pop,0,192
Rolling in the Deep,Adele,europe,female,spotify,1285,pop,0,560
Solsbury Hill,Peter Gabriel,europe,male,spotify,1287,rock,0,238
Here Comes The Night,DJ Snake,europe,male,spotify,1293,edm,0,248
Bravi Ragazzi,Tymek,europe,male,spotify,1294,rap,1,318
Perfect Strangers,Jonas Blue,europe,male,spotify,1296,pop,0,700
I Wanna Dance,Jonas Blue,europe,male,spotify,1297,pop,0,1056
Thinking out Loud - Alex Adair Remix,Ed Sheeran,europe,male,spotify,1299,latin,0,322
Better Than This,KAAZE,europe,male,spotify,1300,edm,0,294
Chainsmoking,Jacob Banks,europe,male,spotify,1301,pop,0,182
Unwritten,Natasha Bedingfield,europe,female,spotify,1303,pop,0,440
September Song - Indian Summer Mix,JP Cooper,europe,male,spotify,1306,edm,0,335
By Your Side,Jonas Blue,europe,male,spotify,1307,pop,0,632
Lazy Day (feat. Danny Ocean),Fuse ODG,europe,male,spotify,1309,latin,0,488
Spectrum,Zedd,europe,male,spotify,1311,pop,0,362
Dynamite,Taio Cruz,europe,male,spotify,1321,pop,0,782
This Year's Love,David Gray,europe,male,spotify,1322,rock,0,222
Dear Boy - Avicii By Avicii,Avicii,europe,male,spotify,1323,pop,0,222
Runde um Pudding,AchtVier,europe,male,spotify,1325,rap,1,425
Someone You Loved - Future Humans Remix,Lewis Capaldi,europe,male,spotify,1334,pop,0,333
South of the Border (feat. Camila Cabello & Cardi B) - Andy Jarvis Remix,Ed Sheeran,europe,male,spotify,1345,pop,0,1264
Woman,Neneh Cherry,europe,female,spotify,1350,r&b,0,184
"Feelin' Alright - Live at Universal Amphitheater, Los Angeles, CA - 1975",Dave Mason,europe,male,spotify,1352,rock,0,223
Zweistellige Haftstrafen,Capital Bra,europe,male,spotify,1353,rap,1,427
Unlove You - Nicky Romero Remix,Armin van Buuren,europe,male,spotify,1359,edm,0,310
I Found Out - Remastered 2010,John Lennon,europe,male,spotify,1363,rock,0,227
Beautiful Boy (Darling Boy),John Lennon,europe,male,spotify,1365,rock,0,167
Barefoot In The Park,James Blake,europe,male,spotify,1368,r&b,0,247
Someone You Loved - Madism Radio Mix,Lewis Capaldi,europe,male,spotify,1370,latin,0,333
All Night Long - (Remastered),Peter Murphy,europe,male,spotify,1382,pop,0,325
All About Tonight,Pixie Lott,europe,female,spotify,1384,pop,0,356
Vento sulla luna (feat. Rkomi),Annalisa,europe,female,spotify,1385,r&b,1,548
Ha Leh Lou Ya,Robin Schulz,europe,male,spotify,1388,latin,0,279
Miracle,Julian Perretta,europe,male,spotify,1392,latin,0,171
Pulling Away,Sinead Harnett,europe,female,spotify,1406,r&b,0,302
Saturday Night - Radio Edit,Whigfield,europe,female,spotify,1417,pop,0,208
White Wedding - Pt. 1,Billy Idol,europe,male,spotify,1419,rock,0,226
"Up Where We Belong - From ""An Officer And A Gentleman""",Joe Cocker,europe,male,spotify,1422,rock,0,222
LA MIA ULTIMA STORIA,AIELLO,europe,male,spotify,1425,r&b,1,350
Band On The Run - Remastered 2010,Paul McCartney,europe,male,spotify,1426,rock,0,266
Kilometer (Aeroplane 'Italo 84' Remix),Sébastien Tellier,europe,male,spotify,1427,pop,0,220
Push Play,Zedd,europe,male,spotify,1429,edm,0,217
Show Me Love - Original Mix,Sam Feldt,europe,male,spotify,1431,edm,0,160
Put A Little Love On Me,Niall Horan,europe,male,spotify,1432,r&b,0,351
Nonno Hollywood,Enrico Nigiotti,europe,male,spotify,1438,r&b,1,418
She Wolf (Falling to Pieces) (feat. Sia),David Guetta,europe,male,spotify,1440,edm,0,203
8Fifty,Hardwell,europe,male,spotify,1442,edm,0,217
Photograph,Ed Sheeran,europe,male,spotify,1444,pop,0,993
Find U Again (feat. Camila Cabello),Mark Ronson,europe,male,spotify,1446,pop,0,694
Rock Me Amadeus,Falco,europe,male,spotify,1447,rock,1,251
What We Leave Behind,Labrinth,europe,male,spotify,1448,r&b,0,206
Come With Me - Radio Mix,Nora En Pure,europe,female,spotify,1451,latin,0,331
Laat Niet Los,Delany,europe,male,spotify,1452,latin,1,635
All Falls Down (feat. Juliander),Alan Walker,europe,male,spotify,1454,pop,0,383
Photograph,Ringo Starr,europe,male,spotify,1458,rock,0,245
Crown,Stormzy,europe,male,spotify,1461,latin,0,476
It's your life (feat. Chris Willis),David Guetta,europe,male,spotify,1463,edm,0,108
MAD GAAL,BEAM,europe,male,spotify,1464,r&b,0,337
Verliebt in den Tod,AK Ausserkontrolle,europe,male,spotify,1465,rap,1,382
Firestone (feat. Conrad Sewell),Kygo,europe,male,spotify,1468,pop,0,214
The Last of the Famous International Playboys - 2010 Remaster,Morrissey,europe,male,spotify,1470,rock,0,238
Waves - Robin Schulz Radio Edit,Mr. Probz,europe,male,spotify,1472,latin,0,118
Hauseingang,Pashanim,europe,male,spotify,1474,rap,1,261
Doing To Me,Astrid S,europe,female,spotify,1479,pop,0,285
Blue Lights,Jorja Smith,europe,female,spotify,1486,r&b,0,502
Wiley Flow,Stormzy,europe,male,spotify,1487,rap,0,795
Another Day,Paul McCartney,europe,male,spotify,1488,rock,0,302
Niet Alsof (feat. MHD),Dopebwoy,europe,male,spotify,1490,latin,1,236
Beautiful Now - Marshmello Remix,Zedd,europe,male,spotify,1491,edm,0,201
Wahre Begebenheiten (feat. AK Ausserkontrolle),18 Karat,europe,male,spotify,1494,rap,1,366
Go,Delilah,europe,female,spotify,1499,r&b,0,305
In der Hood,Azad,europe,male,spotify,1502,rap,1,361
Rondini Al Guinzaglio,Ultimo,europe,male,spotify,1507,r&b,1,393
Ignite,Alan Walker,europe,male,spotify,1518,pop,0,299
Just One Last Time (feat. Taped Rai),David Guetta,europe,male,spotify,1526,edm,0,213
Dirt,SASH,europe,female,spotify,1528,rap,0,690
Flytilstand,Benny Jamz,europe,male,spotify,1548,rap,1,492
Blinded,Deep Chills,europe,male,spotify,1559,latin,0,266
Hold Back The River,James Bay,europe,male,spotify,1564,r&b,0,278
Rehab,Amy Winehouse,europe,female,spotify,1567,r&b,0,317
Daydreams - Sultan + Shepard Echoes Of Life Remix,ARTY,europe,male,spotify,1569,pop,0,182
We Got That Cool (feat. Afrojack & Icona Pop) - Robert Falcon & Jordan Jay Remix,Yves V,europe,male,spotify,1571,edm,0,490
Wouli Liya,Dadju,europe,male,spotify,1572,latin,1,626
Arcadia,Hardwell,europe,male,spotify,1580,edm,0,148
Don't Leave Me Lonely - Purple Disco Machine Remix,Mark Ronson,europe,male,spotify,1583,pop,0,340
Easy Love,Sigala,europe,male,spotify,1584,latin,0,284
Angels,Robbie Williams,europe,male,spotify,1588,rock,0,244
Don't Leave Me Alone (feat. Anne-Marie) - EDX's Indian Summer Remix,David Guetta,europe,male,spotify,1592,pop,0,346
In My Blood,Alesso,europe,male,spotify,1593,edm,0,169
Barrio,Mahmood,europe,male,spotify,1594,r&b,1,304
Sidelove,Astrid S,europe,female,spotify,1599,pop,0,306
Ptak,Deemz,europe,male,spotify,1602,rap,1,308
We Zetten Herres,Bryan Mg,europe,male,spotify,1603,latin,1,410
Summer Air (feat. Trevor Guthrie),Hardwell,europe,male,spotify,1606,pop,0,306
Baldadig,Hardwell,europe,male,spotify,1608,latin,0,297
Pushing 21,Liv Dawson,europe,female,spotify,1610,pop,0,382
Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,europe,female,spotify,1613,rap,1,823
Without You,Thomas Gold,europe,male,spotify,1617,edm,0,360
Calling Out - Original Mix,Dyro,europe,male,spotify,1637,edm,0,129
Sun Is Never Going Down,Martin Garrix,europe,male,spotify,1640,edm,0,181
Old Graffiti,Bibio,europe,male,spotify,1642,r&b,0,131
Silhouettes - Original Radio Edit,Avicii,europe,male,spotify,1645,edm,0,240
Gjynah,Azet,europe,male,spotify,1646,rap,1,397
Save Me Tonight,ARTY,europe,male,spotify,1651,pop,0,765
Leaving My Love Behind,Lewis Capaldi,europe,male,spotify,1653,r&b,0,342
Louboutin,Frenna,europe,male,spotify,1654,latin,1,557
Wild Frontier - Remastered 2002,Gary Moore,europe,male,spotify,1657,rock,0,304
Is It Just Me?,Emily Burns,europe,female,spotify,1658,r&b,0,395
Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,europe,male,spotify,1661,edm,0,280
Promises,Eric Clapton,europe,male,spotify,1664,rock,0,255
Sing Hallelujah!,Dr. Alban,europe,male,spotify,1669,pop,0,169
Run Free,Deep Chills,europe,male,spotify,1672,pop,0,536
I Found U - Radio Edit,Axwell,europe,male,spotify,1677,edm,0,169
Fade Away,Sam Feldt,europe,male,spotify,1678,latin,0,214
Hublot,18 Karat,europe,male,spotify,1680,rap,1,591
Love The Things You Do,Pip Millett,europe,female,spotify,1681,r&b,0,436
Aire soy (feat. Ximena Sariñana),Miguel Bosé,europe,male,spotify,1684,pop,1,282
La ragazza con il cuore di latta,Irama,europe,male,spotify,1686,r&b,1,449
Last Dance,Dua Lipa,europe,female,spotify,1688,pop,0,295
Don't Miss It,James Blake,europe,male,spotify,1690,r&b,0,273
Senza Pensieri (feat. Loredana Bertè & J-AX),Fabio Rovazzi,europe,male,spotify,1691,r&b,1,416
I Got U - Radio Edit,Duke Dumont,europe,male,spotify,1692,latin,0,314
1312,Vega,europe,male,spotify,1696,rap,1,407
I Do The Rock,Tim Curry,europe,male,spotify,1697,rock,0,394
Honky Cat,Elton John,europe,male,spotify,1699,rock,0,363
Say You Won't Let Go,James Arthur,europe,male,spotify,1709,pop,0,370
PURPLE TUESDAY (feat. Joey Bada$$ & Jesse Boykins III),Rejjie Snow,europe,male,spotify,1712,r&b,0,825
Bonfire,Miss Li,europe,female,spotify,1720,pop,0,407
Feels Like You,MOTi,europe,male,spotify,1727,edm,0,452
Non Avere Paura,Tommaso Paradiso,europe,male,spotify,1730,r&b,1,353
Missing You,John Waite,europe,male,spotify,1734,rock,0,439
Breaking Kind,Steve Angello,europe,male,spotify,1740,pop,0,243
Gang Gang,Miami Yacine,europe,male,spotify,1743,rap,1,402
Speechless (feat. Erika Sirola),Robin Schulz,europe,male,spotify,1745,pop,0,412
Heatwave (feat. Akon) - HUGEL Remix,Robin Schulz,europe,male,spotify,1746,latin,0,255
True Colours,Tom Odell,europe,male,spotify,1752,pop,0,144
Legends (feat. TeamMate),Razihel,europe,male,spotify,1753,edm,0,160
Farmer In The City,Scott Walker,europe,male,spotify,1755,rock,0,238
The Same Way,Don Diablo,europe,male,spotify,1760,edm,0,217
"Big Hearts (feat. Stargate, KYLE)",Netsky,europe,male,spotify,1762,edm,0,275
Change My Mind,Lucie Silvas,europe,female,spotify,1765,r&b,0,263
Oh Yoko! - Remastered 2010,John Lennon,europe,male,spotify,1767,rock,0,130
PHANTOM,reezy,europe,male,spotify,1772,rap,1,389
Laisse aller,Nekfeu,europe,male,spotify,1775,r&b,1,818
Moi Lolita (feat. OT),Palm Trees,europe,male,spotify,1776,latin,1,227
Your Love Gets Sweeter,Finley Quaye,europe,male,spotify,1779,r&b,0,232
Never Change,Don Diablo,europe,male,spotify,1781,edm,0,260
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix,Martin Garrix,europe,male,spotify,1782,edm,0,662
Thinking out Loud,Ed Sheeran,europe,male,spotify,1784,pop,0,644
Fast Car,Jonas Blue,europe,male,spotify,1785,pop,0,856
You Know You Like It,DJ Snake,europe,male,spotify,1786,pop,0,678
Darkside,Alan Walker,europe,male,spotify,1787,pop,0,243
Say Less,Lisi,europe,female,spotify,1793,rap,0,619
fallin',Idaly,europe,male,spotify,1798,latin,0,436
Two Steps,Alice Russell,europe,female,spotify,1800,r&b,0,305
Without You (feat. Usher),David Guetta,europe,male,spotify,1803,latin,0,179
Freedom,David Guetta,europe,male,spotify,1804,edm,0,143
Pookie (feat. Lil Pump) - Remix,Aya Nakamura,europe,female,spotify,1809,rap,1,823
Débrouillard,Damso,europe,male,spotify,1817,r&b,1,690
Kevin,Otsochodzi,europe,male,spotify,1819,rap,1,414
Feel the Love - Klaas Increase Mix,Klaas,europe,male,spotify,1829,edm,0,216
Answer to Love,Dexter,europe,male,spotify,1831,pop,0,270
They Told Me,Palm Trees,europe,male,spotify,1838,pop,0,382
Worldwide,Otsochodzi,europe,male,spotify,1841,rap,1,372
Children Of The Wild (feat. Mako),Steve Angello,europe,male,spotify,1845,edm,0,258
Call Me A Spaceman - Radio Edit,Hardwell,europe,male,spotify,1852,edm,0,448
Empty Space,James Arthur,europe,male,spotify,1854,pop,0,376
Avanti Avanti (feat. Celo & Abdi & Hanybal),Reda Rwena,europe,male,spotify,1856,rap,1,683
U - W&W Remix,Gareth Emery,europe,male,spotify,1857,edm,0,197
Happier - Tiësto’s AFTR:HRS Remix,Ed Sheeran,europe,male,spotify,1858,pop,0,248
Faded - Dash Berlin Remix,Alan Walker,europe,male,spotify,1859,pop,0,504
Sunrise (feat. Jason Walker),Kygo,europe,male,spotify,1860,pop,0,400
Higher Love - Full Album Version,Steve Winwood,europe,male,spotify,1866,rock,0,350
Live Fast - PUBGM,Alan Walker,europe,male,spotify,1872,r&b,0,477
Smell the Roses,Roger Waters,europe,male,spotify,1875,rock,0,245
Fuego,DJ Snake,europe,male,spotify,1878,latin,0,351
Amante Bandido,Miguel Bosé,europe,male,spotify,1889,latin,1,206
Fine Lines,Jorja Smith,europe,female,spotify,1894,r&b,0,395
Polaroid,Jonas Blue,europe,male,spotify,1901,pop,0,339
Power,Hardwell,europe,male,spotify,1911,edm,0,238
Sweet,Jehro,europe,male,spotify,1914,rock,0,182
Colourblind - Radio Edit,Thomas Gold,europe,male,spotify,1915,edm,0,119
Rise - TV Noise Ibiza Mix,Jonas Blue,europe,male,spotify,1920,edm,0,445
Sny z ulicy,Beteo,europe,male,spotify,1921,rap,1,376
Soldi in Nero - feat. Sfera Ebbasta,Shiva,europe,male,spotify,1924,rap,1,529
IDGAF,Dua Lipa,europe,female,spotify,1929,pop,0,450
Power To The People,John Lennon,europe,male,spotify,1931,rock,0,186
PARANOIA,Jonna Fraser,europe,male,spotify,1932,latin,1,305
Waiting,FKJ,europe,male,spotify,1933,r&b,0,166
Ur Highness,IAMDDB,europe,female,spotify,1934,r&b,0,357
Trappes,La Fouine,europe,male,spotify,1936,r&b,1,438
Which Way the Wind Blows,Anthony Phillips,europe,male,spotify,1940,rock,0,202
Cut Your Teeth - Kygo Remix,Kyla La Grange,europe,female,spotify,1942,latin,0,250
Leave Me Alone,Sam Feldt,europe,male,spotify,1947,latin,0,297
From Eden,Hozier,europe,male,spotify,1952,r&b,0,211
Kundalini,Headhunterz,europe,male,spotify,1954,edm,1,116
Bailando - English Version,Enrique Iglesias,europe,male,spotify,1957,latin,1,479
Fed Up,LVNDSCAPE,europe,male,spotify,1967,latin,0,271
Let Me Love You - Zedd Remix,DJ Snake,europe,male,spotify,1968,edm,0,295
All the Time - Don Diablo Remix,Zara Larsson,europe,female,spotify,1969,pop,0,1668
Black Butterflies,Kill The Buzz,europe,male,spotify,1981,edm,0,158
Ley De Newton,Beatriz Luengo,europe,female,spotify,1982,latin,1,346
Marlboro,MiyaGi,europe,male,spotify,1989,rap,1,459
Break the Distance,ELYAZ,europe,male,spotify,1993,pop,0,145
Carry You Home,James Blunt,europe,male,spotify,1995,rock,0,209
Trojan Horses,Agnes Obel,europe,female,spotify,1996,pop,0,141
OTRO CHEKE,Rels B,europe,male,spotify,1999,rap,1,402
What Is Life,George Harrison,europe,male,spotify,2000,rock,0,232
Close To Me (with Diplo) (feat. Swae Lee) - CID Remix,Ellie Goulding,europe,female,spotify,2001,pop,0,326
Small Talk,Jarreau Vandal,europe,male,spotify,2002,r&b,0,481
Don't Watch Me Cry,Jorja Smith,europe,female,spotify,2003,r&b,0,303
Mona Lisa (prod.Dio Mudara),Malik Montana,europe,male,spotify,2005,rap,1,287
Tell Me The Truth,Julian Jordan,europe,male,spotify,2007,edm,0,104
All Night,Example,europe,male,spotify,2009,edm,0,526
The Sapling,David Gray,europe,male,spotify,2016,r&b,0,227
I Got The... - 2006 Remaster,Labi Siffre,europe,male,spotify,2020,r&b,0,269
Lead Me Back,San Holo,europe,male,spotify,2022,pop,0,189
On The Clock,Lvly,europe,female,spotify,2026,latin,0,259
Beautiful Now - Dirty South Remix,Zedd,europe,male,spotify,2030,edm,0,201
Show Love,Everything Is Recorded,europe,male,spotify,2042,r&b,0,286
Ode To Nujabes,Funky DL,europe,male,spotify,2044,r&b,0,378
Heart Of The Country,Paul McCartney,europe,male,spotify,2045,rock,0,193
Accetto Miracoli,Tiziano Ferro,europe,male,spotify,2047,r&b,1,296
1000 Hits,Jamule,europe,male,spotify,2049,rap,1,263
Stanza Singola (feat. Tommaso Paradiso),Franco126,europe,male,spotify,2056,r&b,1,318
In the Name of Love,Martin Garrix,europe,male,spotify,2058,pop,0,1625
2Shy,Shura,europe,female,spotify,2060,pop,0,217
NICKI,Trill Pem,europe,male,spotify,2065,rap,1,1116
Sandstorm - Radio Edit,Darude,europe,male,spotify,2068,pop,1,2047
I Don't Care Anymore - 2016 Remaster,Phil Collins,europe,male,spotify,2070,rock,0,387
You're Sixteen (You’re Beautiful And You’re Mine),Ringo Starr,europe,male,spotify,2071,rock,0,179
Now That I've Found You,Martin Garrix,europe,male,spotify,2082,pop,0,526
Mi Vecinita,Plan B,europe,male,spotify,2087,latin,1,382
Novias,El Guincho,europe,male,spotify,2088,pop,1,426
Run Wild,Hardwell,europe,male,spotify,2090,edm,0,242
Our Youth,Sonny Alven,europe,male,spotify,2098,latin,0,385
New Shoes,Paolo Nutini,europe,male,spotify,2102,rock,0,433
"Givenchy Bag (feat. Future, Nafe Smallz & Chip)",Wiley,europe,male,spotify,2104,rap,0,1193
Mit Dir,Loredana,europe,female,spotify,2105,rap,1,288
Runnin' Down a Dream,Isobel Campbell,europe,female,spotify,2107,pop,0,174
Uebe (feat. Boro Boro),Fred De Palma,europe,male,spotify,2114,r&b,1,326
sex,EDEN,europe,male,spotify,2116,pop,0,760
Nothing - Original Mix,HNNY,europe,male,spotify,2118,edm,0,141
Treehouse - R3HAB Remix,James Arthur,europe,male,spotify,2124,pop,0,844
Whatchugot (Pisk Remix),Caro Emerald,europe,female,spotify,2125,edm,0,298
HSHC,PA Sports,europe,male,spotify,2128,rap,1,462
Latina (feat. Maluma),Reykon,south america,male,spotify,8,latin,1,575
La rebelion,Joe Arroyo,south america,male,spotify,17,latin,1,313
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,south america,male,spotify,34,latin,0,429
Tequila,Juanes,south america,male,spotify,43,latin,1,282
Baila Conmigo,Manuel Turizo,south america,male,spotify,55,latin,1,349
Safari,J Balvin,south america,male,spotify,107,latin,1,508
Drop In the Ocean,OMI,south america,male,spotify,124,latin,0,315
22,TINI,south america,female,spotify,126,latin,1,375
Celebration (feat. Ky-Mani Marley),Maffio,south america,male,spotify,137,latin,1,356
Ella Me Cautivo,J Balvin,south america,male,spotify,149,latin,1,632
Oye,TINI,south america,female,spotify,152,latin,1,314
Pedro Navaja,Rubén Blades,south america,male,spotify,156,latin,1,668
Tus Ojos No Me Ven - feat. Joewell y Randy,Joey Montana,south america,male,spotify,160,latin,1,425
Los Olores de Tu Alma,Javiera Mena,south america,female,spotify,161,pop,1,290
Suave (Remix),El Alfa,south america,male,spotify,180,latin,1,430
Conquista,Jerau,south america,male,spotify,182,latin,1,269
Bonita,J Balvin,south america,male,spotify,191,latin,1,1100
Ni Un Fruto,Denise Rosenthal,south america,female,spotify,214,latin,1,350
Una y Otra Vez,Manuel Medrano,south america,male,spotify,216,latin,1,188
Vete,Khea,south america,male,spotify,219,rap,1,475
Te regalo,Carlos Baute,south america,male,spotify,359,latin,1,396
Viviré (feat. Evan Craft),Redimi2,south america,male,spotify,373,latin,1,7
Ella Es Mi Fiesta - Remix,Carlos Vives,south america,male,spotify,397,latin,1,321
Mala (feat. Nio Garcia & Casper Mágico) - Remix,Reykon,south america,male,spotify,400,latin,1,425
La Bicicleta,Carlos Vives,south america,male,spotify,402,latin,1,389
Mi Gente (feat. Beyoncé),J Balvin,south america,male,spotify,404,pop,1,287
Quédate,Debi Nova,south america,female,spotify,455,latin,1,351
